11betaHSD1,17betaHSD1,A2A,ACE2,ACE,ACHE,ADAM17,ADRB2,AKT1,ALR2,AR,AURKA,AURKB,BCL2,BRAF,CATL,CDK2,COX1,COX2,CTSK,CYP2A6,DHFR,EGFR,EPHB4,ERBB2,ER-beta,FGFR1,FKBP1A,FXA,GBA,GR,GSK3B,HDAC2,HDAC8,HIV1PR,HIV1RT,HMGR,HSP90,IGF1R,INHA,ITK,JAK3,JNK1,JNK2,JNK3,KIF11,LCK,MDM2,MK2,MMP2,NA,P38-alpha,PARP-1,PDE4B,PDE5,PDK1,PI3Kg,PIM-1,PIM-2,PNP,PPARA,PPARG,PRKCQ,PR,PYGL-in,PYGL-out,QPCT,ROCK-1,RXR,SARS-HCoV,SIRT2,SRC,Thrombin,TIE2,TK,TPA,TP,TS,uPA,VEGFR1,VEGFR2
1.0,0.5873471077430751,0.35665759564580934,0.6173516044175602,0.5001367378977054,0.2653251373771363,0.3429680291496463,0.4442074063435087,0.3614502948330805,0.4208723466551305,0.3212792826542011,0.18131854849004303,0.2581858283406839,0.46456922240795806,0.6932422309246299,0.3300504756229493,0.42218114181521366,0.7308384889089495,0.6256589059578288,0.5205250512247344,0.4008306631511619,0.6860029058477576,0.4317469433350188,0.4158190948604145,0.45471137571542414,0.12700813766835972,0.5159234905204751,0.3874944268290171,0.4042336996657861,0.5279102679324448,0.2948478276084219,0.5372434565439667,0.34023617467583683,0.378244745980999,0.4061018570091676,0.43415643151791283,0.21103930461964301,0.49122213491318606,0.412411481052695,0.39748737943956153,0.7342111043833022,0.470532556314213,0.6511939408780825,0.5809234615807914,0.32475527594263803,0.3300318471687781,0.5599268157105484,0.4439841816032103,0.4185204526800663,0.4836683212159738,0.7144963519254353,0.8171482709743455,0.4771061390919489,0.35979398148540165,0.31775168560157235,0.5404480850674017,0.445068856809234,0.45001996589152266,0.7193987854560635,0.5266687519432547,0.49962030069104174,0.30283939340535004,0.5141268349652883,0.3752971596835404,0.39938467219607027,0.4864041105384318,0.6959819626073941,0.45650916089916654,0.3601774287065824,0.19288136243612744,0.21347269662000287,0.6983409865991064,0.5770877664269476,0.5295579819695212,0.8305001725503026,0.20786752574278564,0.4225344051705643,0.3130608619228678,0.45048093285338964,0.6058335838048774,0.2725511165731615
0.5873471077430751,1.0,0.3124714168861472,0.47995938766562357,0.420683095138745,0.28378606547586854,0.3664112197576312,0.41427432180521845,0.3868983355108321,0.4145205400842677,0.33450415749233464,0.1897724880471054,0.28477459731547883,0.4453635574953471,0.62970257542319,0.35001322834725707,0.35946660382360873,0.5103559457264403,0.4557686057491805,0.47599580600940194,0.3697346189024369,0.5834238593879063,0.3593421366190181,0.3819572448469708,0.37252288258417715,0.13309222035532497,0.411018069801188,0.4074747481153194,0.43756026723916963,0.46544196956842676,0.3233178331511844,0.6011032239864961,0.300191377129608,0.328769898751892,0.35867528083194694,0.37117001421011153,0.2062618955555404,0.4053362966665058,0.347781382896885,0.39301710155263425,0.6136869866693555,0.40054706240233323,0.5438031103927026,0.6054825181411344,0.3362150852064942,0.3030689949754494,0.48865571204663044,0.40109604054531917,0.3475976013920137,0.47837916827600907,0.5167688141042425,0.5732732098051124,0.47049165441542184,0.31296537574273864,0.3095753888334164,0.43552991273057673,0.37423754820052063,0.37986710850307104,0.6802208378924932,0.5599388756431875,0.47264475601375355,0.30985012487341734,0.548926108848175,0.4173461534330584,0.420325471844836,0.4789734384827558,0.5678176100193465,0.3893281568603628,0.32370149975111345,0.18579223015371688,0.22180012924118292,0.5107209122385398,0.49741373575540493,0.5195209631142608,0.5398010502082472,0.22158388216770902,0.36828817591926033,0.3183474027152993,0.3943403799735381,0.6185924943999758,0.2878351686027916
0.35665759564580934,0.3124714168861472,1.0,0.45214158448415653,0.5398564998405013,0.1902869596186871,0.22582927071086206,0.3620032723232528,0.2253444135422373,0.2883573197958788,0.22253626301445295,0.1398491483789861,0.1799923345575539,0.439611202431923,0.3569691427071607,0.21459612325910615,0.6167598730903003,0.3932701438433843,0.4280679257631271,0.44906985741283106,0.47111407340962874,0.3499623109144219,0.6315261938655681,0.34793710403844336,0.4810250163500393,0.10698840997729102,0.5207691600228294,0.23209203209249007,0.25540893243123397,0.4626076992562717,0.20858574763668294,0.2774472813603289,0.754536338741057,0.6964738973470804,0.6455447574308587,0.5766943940236682,0.1693269642738572,0.4154858768402661,0.6192963707999513,0.297828291612157,0.36800005693305926,0.5565520020412174,0.31790261549803545,0.3118358706881617,0.2147466289117756,0.5583557237105972,0.3976233108742263,0.5525584239875253,0.6672997402140841,0.26417295282473696,0.3684887502217986,0.3580867549621875,0.30506695547292406,0.7263685768741137,0.4776831997463761,0.4254609394426768,0.4532770526283914,0.5951382922811783,0.3568027484748015,0.3129833376042686,0.2710583224019499,0.19928864307571176,0.2881958707364704,0.22696762907901336,0.2567902306416275,0.4258255301559477,0.39279957574044977,0.5913001156726913,0.4206020151774234,0.2785533070120916,0.16367748554137987,0.39917308652588385,0.3522803870118835,0.29974915636802896,0.3756659235874211,0.15554258256908746,0.6405113796340083,0.24162564053674176,0.4497795118776187,0.3317944632373245,0.19038950718451408
0.6173516044175602,0.47995938766562357,0.45214158448415653,1.0,0.6887994678569145,0.23999793335401481,0.3013831584205544,0.49036927217818704,0.30580355062265585,0.3987540439280446,0.29031271787230517,0.16633771718503834,0.22723713622333647,0.5768672000504902,0.6027704854152071,0.2848719754456926,0.5386977342291607,0.7152614770877406,0.711975629042475,0.6639301830758306,0.5045211543749537,0.5912313946864517,0.5568144029084368,0.44991639071989586,0.5776589105632357,0.12079026811970776,0.6791394447442718,0.31434898040441533,0.3499606756268058,0.7073225003460929,0.2672473175858008,0.40958237420733123,0.4235866663899889,0.4776340196954303,0.5229357249137014,0.5494434711471852,0.19718260646268163,0.580637390242737,0.5162349610840228,0.39614846701178574,0.6442722126956952,0.647574360284267,0.5075415656649629,0.48517197754462027,0.2836345774901423,0.39423250001657895,0.5653611029516178,0.5915426836934521,0.5412045610695847,0.3803716308354175,0.5904345159581866,0.6141139626253911,0.44003815779938904,0.4600506866339783,0.37761494432944204,0.6518129067347954,0.553300187148274,0.6170707448792607,0.6097402670808735,0.47431659371285545,0.3909769156498597,0.2590191537491071,0.4316510178941049,0.3106257273357533,0.3540100948678013,0.5830372967972643,0.6707516872634594,0.6336849692090096,0.4317525396018263,0.21501097276951564,0.19757477352280706,0.7477093105276743,0.5484235387726097,0.449344294785118,0.6525596295144245,0.1887335023101278,0.5556473755053285,0.30170459202197647,0.562869318051793,0.5301918827163495,0.24258415287633106
0.5001367378977054,0.420683095138745,0.5398564998405013,0.6887994678569145,1.0,0.21795674878071003,0.2672124340447104,0.431543604432225,0.2709205111074275,0.3444139577161237,0.25850203822865825,0.15535868140758963,0.20892598424706646,0.5595936688403227,0.4901689787994723,0.2538638207253299,0.6848056686293527,0.5486728599310855,0.5961166658483744,0.6221224202527832,0.5081844147496262,0.4726348327792344,0.690702709976259,0.3976042385530513,0.5358732848772263,0.1151984350136467,0.7630322845773448,0.2851844633622519,0.30854824130094877,0.6614695431281827,0.2414965028137533,0.3598631126422543,0.5072166107010124,0.5878742607904027,0.6762338685219779,0.704451083609284,0.18355954401556673,0.5024765623643216,0.6359756870667781,0.3479146525042622,0.515106055669442,0.7551061028624526,0.41549178091569877,0.40532103582177376,0.25228552081584554,0.4780103151175458,0.5473509507516316,0.7064359992698059,0.6454277479776168,0.32994587345076887,0.5137959670339043,0.4926548598118838,0.37527443536757626,0.5257613415428039,0.44143983097842776,0.5479853988845947,0.5155599421445117,0.720047146381092,0.5016044541980991,0.4011861505736775,0.3392793379489952,0.23365107477907263,0.3659241112422665,0.2765939497150812,0.30833046469732134,0.5645860590962081,0.5793342217140175,0.7514517573712233,0.4181080643172473,0.2372957762504837,0.18208661451201252,0.5612491919528226,0.4505678906316491,0.37769806439174275,0.5322777173685729,0.1750629287551087,0.7267596143432967,0.2717434249503881,0.5232476724267456,0.44108029057502,0.2195062166850426
0.2653251373771363,0.28378606547586854,0.1902869596186871,0.23999793335401481,0.21795674878071003,1.0,0.5351693901335582,0.2729752322386903,0.4616199937499567,0.3475535506284803,0.5436095049910451,0.3291604665553276,0.43480898261208434,0.24037977004239158,0.27833112697906637,0.5283055366573737,0.19926378856717086,0.2582880878928588,0.2403837853093328,0.24157676469211523,0.2277479369530774,0.2866290268358512,0.20262562853430874,0.27946915515605475,0.23302933409696291,0.19311346153490277,0.21788504112717932,0.2931305886621057,0.3844893558497949,0.23864366336004533,0.6274554806849896,0.2975287877980083,0.18359458162507541,0.19207829551973385,0.19942850753331393,0.20116011488179564,0.28158564635582495,0.25177084391297483,0.1972097718668773,0.3253703678267487,0.2710199012073898,0.21818244086690755,0.3037824896048365,0.31854337190594506,0.5380016032078319,0.17753475289004292,0.23216443434066533,0.21616059997932496,0.20192148096395435,0.33488686812592516,0.24561033730627038,0.2716549278719672,0.33272585498688845,0.19566326569976727,0.18330397798331105,0.251061768752046,0.23475461179629742,0.21341588356519808,0.27237188495529113,0.3189134179027703,0.3163294047593114,0.40201310748355884,0.3461394894517186,0.3966766624199954,0.4226070774251058,0.24172950344274263,0.24720423546215556,0.21618966380889817,0.22898884909154069,0.1309934886729093,0.49410655320745994,0.2582118068610338,0.28631206877452586,0.3368130372074786,0.2543081178090879,0.4226408854011635,0.20336959954143458,0.392182109225701,0.24151783105784091,0.29743163512654397,0.6936161529080921
0.3429680291496463,0.3664112197576312,0.22582927071086206,0.3013831584205544,0.2672124340447104,0.5351693901335582,1.0,0.34553058283093524,0.6482948534899451,0.46941809914679594,0.716876255240282,0.26593677521658415,0.39929676564213945,0.2973584302773019,0.3628189941346684,0.6805143077265269,0.23985868223115164,0.33134785867149824,0.30287650465892624,0.3017589072099923,0.2766719416790602,0.3792976286358739,0.2448469163771691,0.35251190195751353,0.28728292977753195,0.16644287980946806,0.26756006626893875,0.3528570349555881,0.5227340101376844,0.29765266697876747,0.619003377944697,0.38374361595691353,0.216874655923128,0.22938417763238786,0.23957449434451197,0.24282560346857057,0.2742053394606419,0.3176103679134066,0.23715428318523188,0.4205833702115486,0.35144182394245516,0.26735072624570344,0.41106477182936546,0.4338742778991177,0.6968213334545252,0.2085564755629635,0.28685655425962486,0.2630746699561323,0.2434679721132411,0.4487966198978413,0.31001279282622635,0.35388467572372745,0.4569788096824096,0.2329639700323378,0.2144831940482445,0.31829616009216977,0.2902542648014182,0.25980214934138185,0.3531509303797493,0.43260120245084516,0.4154403722413941,0.4385481690443515,0.4890319269369503,0.5044769315422387,0.6336840061056469,0.2992898298451736,0.31195276939809186,0.2636839464312124,0.27503407777150857,0.14638878059242919,0.3565240847704178,0.3306058486342074,0.3729635736472798,0.47073165571124526,0.3249826812223171,0.3262553829111234,0.24532932244907382,0.46472392603712215,0.29973967426150877,0.39717969268426495,0.5367552669852566
0.4442074063435087,0.41427432180521845,0.3620032723232528,0.49036927217818704,0.431543604432225,0.2729752322386903,0.34553058283093524,1.0,0.32585281477530414,0.5442891292469431,0.3475039637020398,0.1777914643709575,0.23576402395652948,0.5640223438235572,0.4923614110464444,0.30864369344909853,0.3708558250520336,0.48525128196363393,0.45312841869097675,0.5338820074981792,0.5617519421471201,0.5356407693530623,0.3827321045464345,0.7095244585057972,0.5177738921799881,0.13071281850210373,0.4116639806175911,0.2791414887103899,0.36914995602735534,0.5360776336926999,0.3106791598090471,0.35238477769183024,0.34251802194886877,0.3638332759622758,0.3835943397922786,0.3736105027102193,0.20816191851544472,0.6280556403253319,0.3620323390840759,0.5974569565503367,0.49334471232613947,0.4645121054383494,0.47438516048765983,0.4885912833966783,0.3161778637407308,0.3069302804389319,0.3763409717291874,0.4545085326074622,0.38465634711732016,0.3539119799896772,0.39393805318805364,0.46211422021840687,0.5455769124072367,0.39416748143890906,0.3256017809118191,0.5878906121521966,0.5787857291066287,0.4459825684144991,0.482603697802714,0.5524298786483225,0.35079968844379583,0.2608545397261612,0.4733528156702519,0.3093426047929989,0.416785046417138,0.4998647537441317,0.4319322350106618,0.45782592560691365,0.5400080521425579,0.19534822643836397,0.22346940624296835,0.5103446027638391,0.5052977579689335,0.4777871916454061,0.4339000189017648,0.20228456657097452,0.39906747460948117,0.39616127938217205,0.637709448861381,0.5387171755799577,0.2681411045217726
0.3614502948330805,0.3868983355108321,0.2253444135422373,0.30580355062265585,0.2709205111074275,0.4616199937499567,0.6482948534899451,0.32585281477530414,1.0,0.41597336405475244,0.5256656150281708,0.26634462056477765,0.436957571272972,0.29059598801170516,0.36963646093372754,0.7542360566215904,0.24361970292313279,0.33942936628906323,0.3120021985729642,0.2999118623836016,0.2669285272139038,0.3837523182881386,0.24859975444679763,0.3273941084800229,0.2818989143682719,0.16172615551592948,0.27375719484825045,0.4243354343160712,0.5272857103958588,0.2968398914050456,0.49396283713087286,0.4370458060640561,0.2172516929077123,0.23136140159632382,0.24170877174589225,0.24773226945196028,0.2736692763764837,0.3106195475505933,0.24172491047335337,0.3723064989849534,0.35939292822577446,0.2681364793805359,0.42912800989079014,0.4379926475517911,0.6480638082356944,0.21121868884366543,0.2999959853556856,0.26252017607555544,0.24580852313674945,0.5243121441023899,0.33069473455771464,0.36935613518281074,0.4303706432315248,0.230604297989134,0.2138759139806622,0.31616543782574164,0.28372450409138356,0.2596282545480773,0.36347578486326615,0.4190114338668904,0.47747179390975225,0.52463550329197,0.48657099450006563,0.6425615063811924,0.5383785143310953,0.2957516946243063,0.3250529697745989,0.26323171741595663,0.2607560874753735,0.14632282968485,0.32420325573183617,0.33557753383760985,0.36922516735017524,0.4663232300582498,0.34179420454405035,0.32551022212170605,0.24719168732059038,0.3836887065145993,0.2904158134911423,0.3991925016944956,0.5025431508281484
0.4208723466551305,0.4145205400842677,0.2883573197958788,0.3987540439280446,0.3444139577161237,0.3475535506284803,0.46941809914679594,0.5442891292469431,0.41597336405475244,1.0,0.48109167882912657,0.20620461138510865,0.2799087709006515,0.40975474679846813,0.4664830341052238,0.3984168753710257,0.30193270732107036,0.4340273386776502,0.3869898357570106,0.4057282194403995,0.38833628349562305,0.5134507788244231,0.3102521764726549,0.5586318475058274,0.401521166284731,0.1444780880765902,0.3394071106907464,0.3097659365034994,0.45324408983902903,0.4024149045549292,0.40232636243269576,0.38158396851647935,0.2735497371518111,0.28941847174278185,0.3036050920032237,0.3037529258206881,0.23585607465405967,0.4617558302069788,0.2957932536067796,0.7475985397832444,0.4530656057394306,0.3528426204278553,0.5109506981046448,0.5440299882505129,0.4186104752507741,0.253596338376655,0.3395245633467662,0.34492636763288836,0.31093458141386926,0.41584538838433394,0.3659325241711556,0.44178255319183046,0.6576228470407078,0.30474435567514435,0.26354748717152865,0.4473997395741534,0.41353834647222126,0.3443485076653429,0.44670537983430764,0.6055502781600697,0.4012869038912441,0.3165851200210505,0.5888718851398291,0.3759960212058273,0.6031870422974512,0.39534008250515756,0.38361514010490394,0.35010900030137243,0.39518354178306236,0.16964034811934742,0.272173676837925,0.44397320357806414,0.5057759861854586,0.586661621185117,0.3997155707433064,0.23952883114874043,0.3143070975723949,0.510403042931368,0.4330745101089756,0.5265608905322486,0.34112923322287025
